log2(PTR):genome_id/sample_id,SRR13739537_pass_1,SRR13739537_pass_2,SRR13739541_pass_1,SRR13739541_pass_2,SRR13739552_pass_1,SRR13739552_pass_2,SRR13739553_pass_1,SRR13739553_pass_2,SRR13739560_pass_1,SRR13739560_pass_2,SRR13739561_pass_1,SRR13739561_pass_2,SRR13739579_pass_1,SRR13739579_pass_2,SRR13739592_pass_1,SRR13739592_pass_2,SRR13739625_pass_1,SRR13739625_pass_2,SRR13739678_pass_1,SRR13739678_pass_2,SRR13739690_pass_1,SRR13739690_pass_2,SRR13739696_pass_1,SRR13739696_pass_2,SRR13739797_pass_1,SRR13739797_pass_2,SRR13739859_pass_1,SRR13739859_pass_2,SRR13739892_pass_1,SRR13739892_pass_2,SRR13739894_pass_1,SRR13739894_pass_2,SRR13739931_pass_1,SRR13739931_pass_2,SRR13739959_pass_1,SRR13739959_pass_2,SRR13739960_pass_1,SRR13739960_pass_2,SRR13739963_pass_1,SRR13739963_pass_2,SRR13739967_pass_1,SRR13739967_pass_2,SRR13739994_pass_1,SRR13739994_pass_2,SRR13740001_pass_1,SRR13740001_pass_2,SRR13740090_pass_1,SRR13740090_pass_2,SRR13740144_pass_1,SRR13740144_pass_2,SRR13740163_pass_1,SRR13740163_pass_2,SRR13740217_pass_1,SRR13740217_pass_2,SRR13740234_pass_1,SRR13740234_pass_2,SRR13740270_pass_1,SRR13740270_pass_2,SRR13740276_pass_1,SRR13740276_pass_2,SRR13740290_pass_1,SRR13740290_pass_2,SRR13740350_pass_1,SRR13740350_pass_2,SRR13740381_pass_1,SRR13740381_pass_2,SRR13740385_pass_1,SRR13740385_pass_2,SRR13740407_pass_1,SRR13740407_pass_2,SRR13740411_pass_1,SRR13740411_pass_2,SRR13740419_pass_1,SRR13740419_pass_2,SRR13740424_pass_1,SRR13740424_pass_2,SRR13740446_pass_1,SRR13740446_pass_2,SRR13740467_pass_1,SRR13740467_pass_2,SRR13740468_pass_1,SRR13740468_pass_2,SRR13740478_pass_1,SRR13740478_pass_2
1006551.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4241287437926446,1.4331632591276096,,,0.8538302512408986,0.8434332902335195,,,,,,,0.5149869381948575,0.5133853739328987,,,,,,,,,,,,,,,1.246717745680048,1.2617205053580616,,,,,,,1.0173939055825334,0.9880243926856022,,,1.0038870173372463,0.9991019845084194
1076934.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4346336432747348,0.4244326492999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286170.3,,,,,,,,,,,,,0.7544320247314926,0.7542334155558128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6958076623797668,0.7044213527385923,,,,
1384484.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2513426386989181,0.269046483563612,,,,,,,,,,,,,,,,,,,,,,
1447716.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7252798933010889,0.7359600970955595,,,,,,,,,,,,,,,,,,,,,0.5539304150890005,0.5542851796111274,0.934592416942272,0.9380456812234176,,,,,0.5607488240248871,0.5824281748635892,,,,,,,0.8852067620645897,0.8801697722728758,,,,,,,,,,,,,,,,
195103.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7039493137480844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246787.4,,,,,,,0.1159130280316381,0.1047214567208661,,,0.5520071397104694,0.5590595521336609,,,,,,,0.29568479908478873,0.289244588701688,,,,,,,,,,,,,0.0892823035303347,0.0839993974680599,,,0.3347301924673825,0.34040566859839777,0.5401449407442872,0.5473306814332886,,,,,,,,,,,,,,,,,,,,,,,,,0.5919118975126648,0.5532999556141959,,,,,,,,,,,,,,,,,,
264199.4,,,,,0.2647098299646046,0.24859471426022098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44777830213769426,0.4210615566057654,0.7491382860092924,0.7865096809133798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28116.7,,,0.4309542756472375,0.42475916133692015,0.5048458359691153,0.5088371601358136,2.5898500364416485e-06,4.755662942359274e-06,,,0.6598279995269201,0.6811817687076303,,,0.33400357943890474,0.33723434178016193,,,0.13397169021731772,0.13646535054657086,,,,,,,,,0.5748872672901186,0.5600657109633289,0.5368196044358069,0.5431227152586016,6.113452498825779e-06,5.338848124625598e-06,,,0.2369952323370178,0.23294176651639387,0.6568419025817442,0.6517025892110778,0.34869757114525257,0.3422118315116769,,,,,,,0.1978635775834896,0.16835502685856535,0.04004338764815934,0.040414062520294364,,,,,0.3015367914546315,0.29308852291743986,0.17523054919449885,0.16658373554120165,0.347560563679926,0.33590804383045453,0.38430099613677365,0.3791418030697739,0.31186708182274636,0.31170677232597127,0.6737443919934091,0.6857433333492868,0.3196926580831308,0.27438913990543523,,,0.6967279321796617,0.7013023646017125,0.32473799700436634,0.32976952261404846,,,,,0.5577932101200148,0.563143774998928,,
347254.3,,,0.5958528932500566,0.6080311387171129,0.8022461200957419,0.8182500525988843,0.7306349088254925,0.7507911072731305,,,,,,,,,,,,,,,0.7770317166424884,0.7693432791386725,,,,,,,0.7845339717881763,0.8145105641311693,,,,,0.7159356814481129,0.6818166944204587,,,0.7886118605627945,0.8096254380821281,0.9340032230896771,0.888421595393248,1.1213580437670052,1.1010681345118298,,,,,,,,,,,,,,,0.7333334405230129,0.7318831449084439,,,0.795455246591728,0.7727193013662202,,,,,,,,,0.7849208811177594,0.7748554257426304,,,,,,,,
